Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified
POST_02745,2024-01-31 02:30:00,Facebook,Video,Fashion,1475,16,196,60885,649,141298,1.19,2,Wednesday,9,338,Neutral,Macro,True,True
POST_03273,2024-01-31 03:47:00,LinkedIn,Post,Lifestyle,1360,39,433,21326,41,185414,0.99,3,Wednesday,27,457,Negative,Macro,True,True
POST_03660,2024-01-31 14:09:00,YouTube,Short,Travel,7502,370,1922,302746,2392,122225,8.01,14,Wednesday,3,34,Neutral,Macro,True,False
POST_00277,2024-02-01 07:12:00,TikTok,Duet,Sports,14790,205,564,15956,873,19618,79.31,7,Thursday,8,359,Neutral,Micro,False,False
POST_01298,2024-02-01 07:18:00,Instagram,Reel,Sports,2029,205,116,18802,710,451007,0.52,7,Thursday,20,97,Positive,Macro,True,False
POST_01684,2024-02-01 07:23:00,TikTok,Duet,Gaming,42071,1407,1697,33273,2547,493280,9.16,7,Thursday,29,211,Positive,Macro,True,True
POST_01597,2024-02-01 13:41:00,Twitter,Poll,Gaming,2589,238,1485,18507,382,29355,14.69,13,Thursday,29,59,Neutral,Micro,True,False
POST_04931,2024-02-02 03:21:00,Twitter,Retweet,Fashion,565,271,172,49809,86,309994,0.33,3,Friday,24,286,Neutral,Macro,True,True
POST_02395,2024-02-02 06:06:00,TikTok,Duet,Education,15555,1740,994,279823,401,373219,4.9,6,Friday,15,435,Positive,Macro,True,False
POST_00091,2024-02-02 10:04:00,Instagram,Photo,Education,6091,235,276,8937,120,122702,5.38,10,Friday,21,1354,Positive,Macro,True,False
POST_00039,2024-02-02 10:25:00,LinkedIn,Article,Sports,1681,142,450,29763,86,197811,1.15,10,Friday,20,1208,Neutral,Macro,True,False
POST_02397,2024-02-02 18:41:00,Instagram,Reel,Travel,6826,292,12,9417,171,375834,1.9,18,Friday,28,100,Positive,Macro,True,False
POST_03016,2024-02-02 22:36:00,Twitter,Retweet,Entertainment,4013,14,880,46221,154,132708,3.7,22,Friday,28,690,Neutral,Macro,True,False
POST_04748,2024-02-03 07:17:00,Instagram,Photo,Food,8994,182,83,30994,713,9032,102.51,7,Saturday,11,671,Positive,Nano,True,False
POST_01299,2024-02-03 08:14:00,Facebook,Live,Business,7153,28,570,45513,402,31008,25.0,8,Saturday,9,393,Negative,Micro,True,False
POST_02848,2024-02-03 10:05:00,Twitter,Retweet,Education,1095,113,139,62850,477,473835,0.28,10,Saturday,26,634,Positive,Macro,True,True
POST_01310,2024-02-03 14:16:00,TikTok,Video,Business,13019,1420,4523,497812,1244,181666,10.44,14,Saturday,17,339,Neutral,Macro,True,False
POST_02626,2024-02-03 21:36:00,YouTube,Community Post,Lifestyle,16356,856,933,270951,2210,455183,3.99,21,Saturday,28,1309,Positive,Macro,True,False
POST_02814,2024-02-04 01:36:00,Instagram,Carousel,Health,1362,333,260,22391,793,329817,0.59,1,Sunday,13,471,Negative,Macro,True,False
POST_02342,2024-02-04 06:29:00,Instagram,Carousel,Health,7333,154,7,49641,41,435804,1.72,6,Sunday,24,1696,Positive,Macro,True,False
POST_03407,2024-02-04 08:55:00,TikTok,Video,Health,932,1932,1041,146257,944,235097,1.66,8,Sunday,23,165,Positive,Macro,False,True
POST_01590,2024-02-04 09:01:00,LinkedIn,Poll,Gaming,256,105,361,18926,164,83175,0.87,9,Sunday,26,1586,Negative,Mid-tier,True,False
POST_01048,2024-02-04 14:38:00,Instagram,Photo,Gaming,5955,25,276,29431,342,140736,4.45,14,Sunday,25,1323,Neutral,Macro,True,False
POST_04397,2024-02-05 02:07:00,Twitter,Thread,Education,3485,259,1091,47116,20,182152,2.65,2,Monday,23,590,Positive,Macro,False,False
POST_02434,2024-02-05 09:38:00,Twitter,Thread,Gaming,2504,180,620,49601,126,183747,1.8,9,Monday,8,527,Positive,Macro,True,False
POST_01633,2024-02-05 16:36:00,LinkedIn,Post,Education,537,107,219,28280,143,140083,0.62,16,Monday,17,1090,Neutral,Macro,True,False
POST_04104,2024-02-05 21:34:00,Instagram,Reel,Business,365,314,79,33798,726,40420,1.88,21,Monday,2,102,Positive,Micro,True,False
POST_02635,2024-02-06 02:49:00,LinkedIn,Article,Education,694,18,51,25932,181,443409,0.17,2,Tuesday,24,998,Positive,Macro,True,False
POST_04490,2024-02-06 14:57:00,Facebook,Video,Education,3763,132,865,28418,276,389969,1.22,14,Tuesday,29,593,Neutral,Macro,True,False
POST_01440,2024-02-06 17:51:00,LinkedIn,Poll,Food,752,48,87,3634,196,40260,2.2,17,Tuesday,19,446,Positive,Micro,True,True
POST_01722,2024-02-06 18:45:00,Instagram,Story,Entertainment,3937,35,294,10335,293,270190,1.58,18,Tuesday,10,1831,Positive,Macro,True,False
POST_02830,2024-02-06 22:59:00,Instagram,Story,Entertainment,6895,344,282,17627,480,53764,13.99,22,Tuesday,23,1564,Positive,Mid-tier,True,False
POST_00439,2024-02-07 04:32:00,LinkedIn,Poll,Gaming,135,72,39,12087,208,314413,0.08,4,Wednesday,8,1273,Negative,Macro,True,False
POST_03842,2024-02-07 08:31:00,Instagram,Photo,Travel,2485,297,180,31891,438,267799,1.11,8,Wednesday,2,349,Neutral,Macro,True,False
POST_01227,2024-02-07 11:44:00,Twitter,Thread,Food,4755,83,1794,82844,225,270700,2.45,11,Wednesday,6,334,Positive,Macro,True,False
POST_02702,2024-02-07 14:24:00,YouTube,Video,Technology,16027,610,584,952449,3346,159899,10.77,14,Wednesday,14,107,Neutral,Macro,True,False
POST_02048,2024-02-07 17:16:00,LinkedIn,Document,Gaming,1756,33,116,20375,202,429876,0.44,17,Wednesday,2,1618,Negative,Macro,True,False
POST_03681,2024-02-07 17:21:00,TikTok,Video,Fitness,20453,1334,627,338354,1842,268255,8.36,17,Wednesday,19,20,Positive,Macro,True,False
POST_00773,2024-02-07 20:12:00,Instagram,Carousel,Health,7480,402,135,30722,445,276016,2.9,20,Wednesday,17,236,Positive,Macro,True,False
POST_04089,2024-02-08 00:16:00,TikTok,Duet,Entertainment,36592,327,2775,115230,2553,471866,8.41,0,Thursday,1,110,Neutral,Macro,True,False
POST_00661,2024-02-08 01:23:00,Twitter,Poll,Technology,2235,55,1287,72094,115,170665,2.1,1,Thursday,16,810,Neutral,Macro,True,False
POST_01545,2024-02-08 02:03:00,YouTube,Video,Lifestyle,9014,651,1819,336415,3205,290432,3.95,2,Thursday,4,95,Negative,Macro,True,True
POST_00967,2024-02-08 05:26:00,LinkedIn,Poll,Gaming,1750,42,373,27883,75,226382,0.96,5,Thursday,11,1071,Positive,Macro,True,False
POST_02693,2024-02-08 06:58:00,Instagram,Story,Sports,6678,81,122,19446,558,211923,3.25,6,Thursday,25,736,Positive,Macro,True,False
POST_04762,2024-02-08 09:10:00,YouTube,Short,Entertainment,15486,347,1224,529926,2886,416825,4.09,9,Thursday,28,88,Neutral,Macro,True,True
POST_02980,2024-02-08 19:11:00,YouTube,Live,Technology,3691,476,1098,661951,3661,286934,1.83,19,Thursday,25,574,Negative,Macro,True,False
POST_02912,2024-02-08 21:24:00,Instagram,Story,Technology,7170,455,270,30559,633,205121,3.85,21,Thursday,8,720,Negative,Macro,True,False
POST_02159,2024-02-08 23:24:00,Facebook,Post,Entertainment,6011,337,121,70319,704,314823,2.05,23,Thursday,7,1669,Positive,Macro,False,True
POST_04202,2024-02-09 03:24:00,Instagram,Reel,Fitness,473,240,25,45950,459,118148,0.62,3,Friday,26,319,Neutral,Macro,True,True
POST_04539,2024-02-09 08:12:00,Instagram,Story,Fitness,2553,96,106,41898,507,261478,1.05,8,Friday,29,1847,Negative,Macro,True,False
POST_00734,2024-02-09 09:58:00,Facebook,Live,Technology,5536,259,21,13917,55,207605,2.8,9,Friday,2,121,Neutral,Macro,True,True
POST_01659,2024-02-09 12:56:00,Twitter,Poll,Travel,2368,101,729,93973,484,272965,1.17,12,Friday,9,392,Positive,Macro,True,False
POST_00180,2024-02-09 15:14:00,Instagram,Photo,Fashion,6206,151,241,43602,836,445619,1.48,15,Friday,28,1306,Neutral,Macro,True,False
POST_04002,2024-02-09 17:12:00,TikTok,Video,Business,41610,829,233,236042,718,414409,10.3,17,Friday,11,101,Negative,Macro,True,False
POST_00673,2024-02-10 07:45:00,Instagram,Photo,Fashion,6054,212,64,19115,320,264052,2.4,7,Saturday,7,1260,Neutral,Macro,True,True
POST_01812,2024-02-10 09:23:00,TikTok,Video,Sports,4189,122,2492,327453,2327,107869,6.31,9,Saturday,4,260,Positive,Macro,True,False
POST_00169,2024-02-10 11:13:00,Instagram,Story,Education,2113,48,231,26316,408,161692,1.48,11,Saturday,20,620,Neutral,Macro,True,False
POST_02928,2024-02-10 12:42:00,YouTube,Video,Health,10970,646,482,553073,1401,439999,2.75,12,Saturday,12,400,Positive,Macro,True,False
POST_04158,2024-02-10 16:50:00,TikTok,Video,Education,38218,1236,4510,181375,963,403020,10.91,16,Saturday,18,485,Neutral,Macro,False,True
POST_02579,2024-02-10 17:24:00,Twitter,Thread,Technology,3537,26,512,66633,272,426943,0.95,17,Saturday,9,1455,Neutral,Macro,True,False
POST_04601,2024-02-10 20:09:00,Instagram,Photo,Entertainment,3622,245,171,39246,303,439901,0.92,20,Saturday,10,537,Negative,Macro,True,True
POST_00899,2024-02-11 01:02:00,Instagram,Photo,Fashion,8546,207,234,21224,730,127434,7.05,1,Sunday,6,1502,Positive,Macro,True,False
POST_03245,2024-02-11 02:20:00,LinkedIn,Document,Fashion,672,90,365,8426,223,415532,0.27,2,Sunday,23,1041,Positive,Macro,True,False
POST_03124,2024-02-11 04:43:00,Facebook,Live,Gaming,313,96,229,30208,758,181885,0.35,4,Sunday,18,342,Neutral,Macro,True,False
POST_00387,2024-02-11 05:30:00,Twitter,Retweet,Travel,703,273,1530,80509,366,409741,0.61,5,Sunday,27,1774,Neutral,Macro,True,False
POST_01489,2024-02-11 06:53:00,Twitter,Thread,Sports,1120,45,722,57869,322,329234,0.57,6,Sunday,23,310,Neutral,Macro,False,True
POST_03060,2024-02-11 11:23:00,YouTube,Community Post,Health,5388,522,979,74836,3442,136789,5.04,11,Sunday,22,1486,Positive,Macro,True,False
POST_01943,2024-02-11 13:17:00,TikTok,Duet,Education,10611,1076,3559,146630,576,394640,3.86,13,Sunday,6,318,Negative,Macro,True,False
POST_03729,2024-02-11 16:09:00,Instagram,Story,Entertainment,1410,13,173,19015,851,93835,1.7,16,Sunday,28,1811,Negative,Mid-tier,False,False
POST_02410,2024-02-11 23:04:00,Facebook,Story,Technology,5031,305,941,64842,132,103395,6.07,23,Sunday,5,168,Positive,Macro,True,False
POST_03800,2024-02-12 00:52:00,Facebook,Post,Fashion,484,204,736,51427,194,262224,0.54,0,Monday,23,1643,Neutral,Macro,True,False
POST_04254,2024-02-12 03:13:00,Facebook,Video,Fashion,7469,7,161,851,250,140341,5.44,3,Monday,11,205,Neutral,Macro,True,True
POST_00168,2024-02-12 09:23:00,Instagram,Reel,Fashion,4507,349,290,10836,967,162007,3.18,9,Monday,29,430,Positive,Macro,False,False
POST_00293,2024-02-12 11:34:00,TikTok,Video,Health,4586,392,4131,317141,918,122177,7.46,11,Monday,17,147,Neutral,Macro,True,True
POST_00666,2024-02-12 14:58:00,Instagram,Story,Sports,484,11,158,43498,692,51227,1.27,14,Monday,0,1762,Negative,Mid-tier,True,False
POST_02570,2024-02-12 19:47:00,YouTube,Live,Sports,9365,109,1164,557420,3412,185489,5.74,19,Monday,22,57,Positive,Macro,True,False
POST_01306,2024-02-12 23:28:00,TikTok,Video,Lifestyle,43148,340,1824,71714,2601,10571,428.64,23,Monday,1,508,Negative,Micro,False,False
POST_01146,2024-02-13 07:13:00,TikTok,Stitch,Travel,31633,832,961,131794,2541,58295,57.34,7,Tuesday,13,245,Negative,Mid-tier,True,False
POST_02577,2024-02-13 07:33:00,YouTube,Short,Education,18120,67,675,320996,207,159822,11.8,7,Tuesday,26,226,Negative,Macro,True,False
POST_02941,2024-02-13 12:07:00,Twitter,Poll,Travel,4795,10,1206,16987,100,386717,1.55,12,Tuesday,15,1973,Neutral,Macro,False,False
POST_01638,2024-02-13 13:05:00,Instagram,Photo,Travel,9186,369,177,12348,993,131372,7.41,13,Tuesday,20,297,Negative,Macro,True,True
POST_03370,2024-02-13 23:31:00,LinkedIn,Document,Gaming,1830,34,264,28996,89,51556,4.13,23,Tuesday,25,1969,Neutral,Mid-tier,True,False
POST_00790,2024-02-13 23:55:00,YouTube,Video,Fashion,11145,948,757,237576,3844,165565,7.76,23,Tuesday,8,303,Positive,Macro,True,True
POST_02347,2024-02-13 23:59:00,LinkedIn,Post,Lifestyle,1374,94,479,29167,228,31552,6.17,23,Tuesday,19,120,Negative,Micro,True,True
POST_02993,2024-02-14 01:41:00,Facebook,Post,Education,3993,97,323,4517,131,140748,3.14,1,Wednesday,9,56,Positive,Macro,True,False
POST_02091,2024-02-14 04:36:00,TikTok,Stitch,Fashion,28044,1976,2964,29336,1810,481961,6.84,4,Wednesday,18,506,Negative,Macro,False,False
POST_02603,2024-02-14 05:58:00,LinkedIn,Poll,Business,946,118,371,19140,79,119280,1.2,5,Wednesday,28,158,Neutral,Macro,True,False
POST_01467,2024-02-14 07:57:00,YouTube,Live,Education,12863,353,515,800362,4353,70877,19.37,7,Wednesday,7,114,Neutral,Mid-tier,True,False
POST_02505,2024-02-14 08:10:00,Instagram,Photo,Fashion,6619,33,73,22273,771,117674,5.71,8,Wednesday,14,1622,Neutral,Macro,True,False
POST_01973,2024-02-14 09:57:00,Twitter,Tweet,Technology,3667,297,748,22661,60,45366,10.39,9,Wednesday,18,1353,Positive,Micro,True,False
POST_00708,2024-02-14 13:23:00,TikTok,Video,Fitness,48498,1296,1549,113304,2609,274943,18.67,13,Wednesday,27,339,Positive,Macro,True,True
POST_04665,2024-02-14 19:09:00,TikTok,Video,Sports,11376,1399,793,203752,2168,194449,6.98,19,Wednesday,9,444,Neutral,Macro,True,False
POST_03865,2024-02-14 23:14:00,Instagram,Photo,Health,4364,60,243,40319,267,262252,1.78,23,Wednesday,11,1270,Positive,Macro,True,True
POST_00019,2024-02-14 23:29:00,Twitter,Poll,Fitness,3113,173,1632,88231,81,261947,1.88,23,Wednesday,28,569,Negative,Macro,False,False
POST_03910,2024-02-15 01:08:00,Twitter,Poll,Technology,599,149,1859,10857,478,119040,2.19,1,Thursday,2,719,Positive,Macro,True,False
POST_03033,2024-02-15 01:30:00,TikTok,Video,Entertainment,45313,337,3836,365306,2832,271882,18.2,1,Thursday,20,231,Neutral,Macro,True,False
POST_04652,2024-02-15 03:34:00,LinkedIn,Article,Education,1951,72,311,8572,167,228093,1.02,3,Thursday,5,135,Positive,Macro,True,False
POST_03478,2024-02-15 04:31:00,Facebook,Live,Lifestyle,837,139,825,10773,205,275388,0.65,4,Thursday,7,375,Positive,Macro,True,False
POST_04408,2024-02-15 07:02:00,Instagram,Carousel,Technology,8342,294,174,15178,937,308865,2.85,7,Thursday,26,870,Positive,Macro,True,True
POST_01051,2024-02-15 12:28:00,TikTok,Stitch,Gaming,2071,1290,1211,451288,582,114666,3.99,12,Thursday,13,34,Positive,Macro,True,False
POST_03739,2024-02-15 13:30:00,TikTok,Video,Travel,46976,1956,3976,115847,2275,369157,14.33,13,Thursday,21,264,Negative,Macro,True,False
POST_04750,2024-02-15 18:50:00,TikTok,Video,Fashion,17266,96,3606,402010,562,325890,6.43,18,Thursday,17,53,Positive,Macro,False,True
POST_02705,2024-02-15 21:54:00,TikTok,Duet,Sports,44037,892,2319,480270,572,198836,23.76,21,Thursday,12,556,Positive,Macro,True,False
POST_00195,2024-02-15 22:27:00,Twitter,Poll,Health,3769,151,879,89406,437,261770,1.83,22,Thursday,21,1473,Negative,Macro,True,False
POST_03467,2024-02-16 00:16:00,Facebook,Video,Lifestyle,725,378,774,79671,332,330572,0.57,0,Friday,2,316,Positive,Macro,True,True
POST_01815,2024-02-16 00:54:00,Instagram,Photo,Food,9604,430,267,25262,49,37858,27.21,0,Friday,13,93,Negative,Micro,True,False
POST_00888,2024-02-16 12:03:00,Instagram,Carousel,Food,8417,153,179,26011,391,287672,3.04,12,Friday,24,109,Neutral,Macro,True,False
POST_03768,2024-02-16 15:55:00,Twitter,Poll,Fitness,2400,18,1452,9515,27,439716,0.88,15,Friday,22,511,Neutral,Macro,False,False
POST_03548,2024-02-16 16:06:00,Facebook,Post,Food,6585,120,325,68170,206,400708,1.75,16,Friday,28,1542,Positive,Macro,True,False
POST_03751,2024-02-16 21:56:00,TikTok,Video,Food,44647,1386,4739,87624,372,488724,10.39,21,Friday,19,225,Neutral,Macro,True,False
POST_00222,2024-02-17 07:30:00,Facebook,Video,Fitness,5780,145,85,57983,414,127495,4.71,7,Saturday,7,533,Positive,Macro,True,False
POST_04982,2024-02-17 08:26:00,Instagram,Photo,Gaming,5386,200,298,47996,452,307700,1.91,8,Saturday,13,1308,Neutral,Macro,True,False
POST_03962,2024-02-17 19:37:00,Twitter,Retweet,Technology,3521,126,527,38345,321,212749,1.96,19,Saturday,24,1223,Positive,Macro,False,False
POST_00051,2024-02-18 03:09:00,YouTube,Live,Technology,8730,466,387,283187,3255,327029,2.93,3,Sunday,17,185,Positive,Macro,True,False
POST_03100,2024-02-18 04:22:00,Twitter,Poll,Lifestyle,1141,177,1773,63323,79,49528,6.24,4,Sunday,15,1294,Neutral,Micro,False,False
POST_04551,2024-02-18 05:02:00,YouTube,Short,Travel,18083,277,467,804959,3792,379782,4.96,5,Sunday,24,72,Positive,Macro,True,False
POST_03866,2024-02-18 08:58:00,Twitter,Poll,Travel,912,290,1498,18355,107,470421,0.57,8,Sunday,12,1359,Negative,Macro,True,True
POST_01064,2024-02-18 11:41:00,Twitter,Retweet,Technology,2983,177,324,53509,368,16860,20.66,11,Sunday,4,420,Neutral,Micro,True,False
POST_03547,2024-02-18 17:04:00,Instagram,Reel,Health,1469,108,63,12328,830,459961,0.36,17,Sunday,16,430,Positive,Macro,True,False
POST_00775,2024-02-18 20:21:00,TikTok,Duet,Fitness,22312,1255,2281,390939,2689,489066,5.29,20,Sunday,1,48,Neutral,Macro,True,True
POST_04106,2024-02-18 20:51:00,LinkedIn,Poll,Fashion,1305,127,350,10458,48,281612,0.63,20,Sunday,19,717,Positive,Macro,False,True
POST_04442,2024-02-19 05:20:00,TikTok,Stitch,Food,42262,1465,4681,118742,2521,50594,95.68,5,Monday,16,372,Neutral,Mid-tier,True,True
POST_01050,2024-02-19 07:47:00,Instagram,Story,Business,8062,258,212,7577,860,468622,1.82,7,Monday,13,419,Neutral,Macro,True,False
POST_04111,2024-02-19 12:49:00,Facebook,Post,Technology,7901,312,813,3748,480,193720,4.66,12,Monday,1,765,Negative,Macro,False,True
POST_03516,2024-02-19 20:18:00,YouTube,Short,Health,13388,681,990,942967,2031,4930,305.46,20,Monday,24,535,Positive,Nano,True,False
POST_04981,2024-02-20 15:31:00,YouTube,Live,Gaming,19219,610,1448,135229,4737,114653,18.56,15,Tuesday,8,568,Positive,Macro,True,False
POST_02326,2024-02-20 17:01:00,YouTube,Community Post,Travel,7134,579,38,736588,384,238956,3.24,17,Tuesday,25,1004,Neutral,Macro,True,False
POST_02471,2024-02-20 17:25:00,Instagram,Story,Fitness,8053,16,69,24990,338,27111,30.02,17,Tuesday,5,307,Positive,Micro,False,False
POST_01661,2024-02-20 23:30:00,Facebook,Live,Lifestyle,3403,123,92,10232,580,86384,4.19,23,Tuesday,27,540,Positive,Mid-tier,True,False
POST_00882,2024-02-21 09:31:00,LinkedIn,Document,Health,1236,5,179,22027,179,284627,0.5,9,Wednesday,4,340,Positive,Macro,True,False
POST_02952,2024-02-21 09:52:00,LinkedIn,Post,Food,1764,1,3,16069,229,285309,0.62,9,Wednesday,29,96,Neutral,Macro,True,False
POST_00538,2024-02-21 10:15:00,Instagram,Carousel,Health,4100,405,147,21162,830,419792,1.11,10,Wednesday,24,1863,Positive,Macro,True,False
POST_02464,2024-02-21 21:46:00,Facebook,Live,Sports,7327,247,357,59370,233,163730,4.84,21,Wednesday,3,364,Positive,Macro,False,True
POST_00955,2024-02-21 21:57:00,Twitter,Thread,Business,746,238,982,10840,221,131598,1.49,21,Wednesday,25,774,Negative,Macro,True,False
POST_00157,2024-02-22 02:40:00,LinkedIn,Post,Business,487,125,26,11445,104,315548,0.2,2,Thursday,5,1871,Positive,Macro,True,True
POST_03058,2024-02-22 03:24:00,Instagram,Story,Entertainment,4013,203,92,45515,668,206180,2.09,3,Thursday,20,311,Positive,Macro,False,False
POST_00406,2024-02-22 06:17:00,TikTok,Video,Education,20645,1876,3648,211422,507,154014,16.99,6,Thursday,4,256,Positive,Macro,True,True
POST_04913,2024-02-22 08:05:00,Facebook,Live,Travel,4463,275,762,71892,46,430414,1.28,8,Thursday,2,560,Neutral,Macro,True,False
POST_00586,2024-02-22 09:38:00,Instagram,Photo,Health,1544,161,295,36056,861,2150,93.02,9,Thursday,2,1551,Neutral,Nano,True,False
POST_04542,2024-02-22 12:26:00,Facebook,Live,Entertainment,7058,66,854,18043,787,157088,5.08,12,Thursday,29,328,Neutral,Macro,True,False
POST_04480,2024-02-22 13:31:00,Facebook,Post,Gaming,2780,382,650,73812,771,403291,0.95,13,Thursday,4,966,Positive,Macro,True,False
POST_04603,2024-02-22 20:15:00,YouTube,Short,Travel,16201,371,1054,884003,4873,145928,12.08,20,Thursday,19,558,Neutral,Macro,True,False
POST_01446,2024-02-23 05:14:00,Instagram,Photo,Gaming,3154,264,88,27047,274,329245,1.06,5,Friday,14,1630,Neutral,Macro,True,False
POST_02153,2024-02-23 05:24:00,LinkedIn,Document,Lifestyle,361,70,39,1620,112,76842,0.61,5,Friday,29,1135,Neutral,Mid-tier,True,False
POST_04335,2024-02-23 05:54:00,Twitter,Retweet,Education,264,39,732,5734,76,205499,0.5,5,Friday,14,1127,Neutral,Macro,True,True
POST_03861,2024-02-23 10:27:00,TikTok,Duet,Technology,7104,1016,3210,104524,615,4279,264.78,10,Friday,29,364,Positive,Nano,True,False
POST_03463,2024-02-23 10:59:00,Facebook,Video,Business,2605,289,288,56998,749,139016,2.29,10,Friday,8,574,Positive,Macro,True,True
POST_04110,2024-02-23 19:00:00,Facebook,Post,Health,2847,133,11,28275,760,317494,0.94,19,Friday,26,966,Neutral,Macro,True,False
POST_04170,2024-02-23 20:09:00,Instagram,Reel,Technology,2622,438,158,2627,877,72804,4.42,20,Friday,3,165,Negative,Mid-tier,True,False
POST_00679,2024-02-23 20:41:00,YouTube,Video,Education,6659,103,1932,628901,31,170735,5.09,20,Friday,21,305,Neutral,Macro,True,False
POST_03416,2024-02-23 20:41:00,Facebook,Story,Gaming,4495,226,615,47231,492,428034,1.25,20,Friday,8,1445,Neutral,Macro,True,False
POST_02351,2024-02-23 21:13:00,Facebook,Post,Health,4316,68,419,47694,754,85048,5.65,21,Friday,11,1173,Positive,Mid-tier,True,False
POST_04523,2024-02-23 21:53:00,TikTok,Stitch,Health,33864,1921,1455,419809,2595,400549,9.3,21,Friday,1,461,Positive,Macro,True,True
POST_03274,2024-02-24 02:31:00,Facebook,Live,Health,5849,339,974,70307,542,362404,1.98,2,Saturday,28,132,Positive,Macro,True,False
POST_02825,2024-02-24 10:34:00,Twitter,Retweet,Fashion,2412,51,1298,77907,50,207276,1.81,10,Saturday,13,1834,Neutral,Macro,False,False
POST_00728,2024-02-24 12:32:00,TikTok,Stitch,Education,41035,1375,2820,41719,2439,75776,59.69,12,Saturday,7,511,Negative,Mid-tier,True,False
