Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,month,year,total_engagement,engagement_per_1k_views,engagement_per_1k_followers,Engagement_Rate_winsorized,Views_winsorized,Likes_winsorized,total_engagement_winsorized,is_sports_fitness_health,influencer_tier_norm
POST_01766,2024-03-07 01:19:00,Twitter,Retweet,Sports,4050,131,153,14105,213,115119,3.76,1,Thursday,19,1855,Neutral,Macro,True,False,3,2024,4547,322.3679546260191,39.498258323995174,3.76,14105.0,4050.0,4547.0,True,macro
POST_03077,2024-03-08 06:57:00,YouTube,Community Post,Sports,14425,169,1064,584667,1572,425837,3.68,6,Friday,16,633,Negative,Macro,True,False,3,2024,17230,29.469766550874258,40.46149113393153,3.68,584667.0,14425.0,17230.0,True,macro
POST_01047,2024-03-09 03:38:00,Instagram,Reel,Sports,6149,451,182,13512,478,94261,7.19,3,Saturday,25,208,Neutral,Mid-tier,False,False,3,2024,7260,537.3001776198935,77.02018862520025,7.19,13512.0,6149.0,7260.0,True,mid-tier
POST_04093,2024-03-10 02:35:00,Facebook,Video,Fitness,7110,200,280,1995,791,457798,1.66,2,Sunday,1,72,Neutral,Macro,True,False,3,2024,8381,4201.002506265664,18.307200992577513,1.66,1995.0,7110.0,8381.0,True,macro
POST_02665,2024-03-10 09:19:00,Facebook,Video,Health,6435,163,66,31062,430,246642,2.7,9,Sunday,10,155,Positive,Macro,True,False,3,2024,7094,228.38194578584768,28.762335693028763,2.7,31062.0,6435.0,7094.0,True,macro
POST_02108,2024-03-11 07:24:00,YouTube,Community Post,Fitness,18190,655,1033,31579,260,38439,51.71,7,Monday,25,1888,Positive,Micro,True,False,3,2024,20138,637.7022704962159,523.8950024714483,51.71,31579.0,18190.0,20138.0,True,micro
POST_04053,2024-03-11 12:57:00,TikTok,Video,Health,30687,632,3844,343655,347,437567,8.04,12,Monday,3,508,Positive,Macro,True,False,3,2024,35510,103.33037493998341,81.15328623959302,8.04,343655.0,30687.0,35510.0,True,macro
POST_01027,2024-03-11 15:02:00,TikTok,Video,Sports,36253,1970,1985,37556,2477,206296,19.49,15,Monday,21,394,Positive,Macro,True,False,3,2024,42685,1136.5693897113645,206.91142823903516,19.49,37556.0,36253.0,42685.0,True,macro
POST_00075,2024-03-11 17:49:00,LinkedIn,Article,Sports,741,80,42,2025,259,145344,0.59,17,Monday,20,772,Positive,Macro,True,True,3,2024,1122,554.074074074074,7.7196169088507265,0.59,2025.0,741.0,1122.0,True,macro
POST_04993,2024-03-12 15:06:00,Twitter,Tweet,Sports,4562,120,1743,66546,253,117537,5.47,15,Tuesday,14,1459,Positive,Macro,True,False,3,2024,6678,100.35163646199621,56.81615150973736,5.47,66546.0,4562.0,6678.0,True,macro
POST_02918,2024-03-12 17:14:00,TikTok,Video,Sports,3637,294,741,480521,999,224976,2.08,17,Tuesday,14,244,Neutral,Macro,True,False,3,2024,5671,11.801773491689229,25.20713320531968,2.08,480521.0,3637.0,5671.0,True,macro
POST_04967,2024-03-15 06:42:00,YouTube,Short,Fitness,17169,638,1619,940035,1506,454197,4.28,6,Friday,28,555,Positive,Macro,False,True,3,2024,20932,22.267256006425292,46.08572932009679,4.28,879754.8300000004,17169.0,20932.0,True,macro
POST_04801,2024-03-15 07:24:00,Instagram,Reel,Sports,9305,473,180,47220,968,383117,2.6,7,Friday,24,281,Neutral,Macro,True,False,3,2024,10926,231.38500635324016,28.518703163785474,2.6,47220.0,9305.0,10926.0,True,macro
POST_04478,2024-03-17 11:53:00,Twitter,Tweet,Fitness,4480,182,738,45001,153,41269,13.08,11,Sunday,18,371,Neutral,Micro,True,True,3,2024,5553,123.3972578387147,134.55620441493616,13.08,45001.0,4480.0,5553.0,True,micro
POST_00503,2024-03-18 04:48:00,Twitter,Thread,Fitness,53,285,1846,34902,98,13761,15.87,4,Monday,29,1006,Negative,Micro,True,True,3,2024,2282,65.38307260328921,165.83097158636727,15.87,34902.0,53.0,2282.0,True,micro
POST_01163,2024-03-18 10:38:00,Twitter,Tweet,Sports,3657,176,104,17285,267,263289,1.5,10,Monday,19,909,Positive,Macro,True,False,3,2024,4204,243.2166618455308,15.967245118481973,1.5,17285.0,3657.0,4204.0,True,macro
POST_03279,2024-03-19 21:48:00,Twitter,Retweet,Sports,3351,277,217,35754,477,385906,1.0,21,Tuesday,11,1443,Positive,Macro,True,False,3,2024,4322,120.88157968339206,11.199618559960198,1.0,35754.0,3351.0,4322.0,True,macro
POST_04735,2024-03-20 22:29:00,Twitter,Thread,Health,1674,259,1560,23134,355,356945,0.98,22,Wednesday,18,559,Positive,Macro,True,True,3,2024,3848,166.33526411342612,10.780372326268754,0.98,23134.0,1674.0,3848.0,True,macro
POST_04712,2024-03-21 07:04:00,Facebook,Story,Sports,737,50,895,18289,116,357917,0.47,7,Thursday,10,1665,Positive,Macro,True,False,3,2024,1798,98.31045983924763,5.023511037475169,0.47,18289.0,737.0,1798.0,True,macro
POST_01632,2024-03-21 12:57:00,Twitter,Retweet,Health,4547,197,1752,46564,451,200410,3.24,12,Thursday,6,795,Positive,Macro,True,False,3,2024,6947,149.19250923460183,34.66393892520333,3.24,46564.0,4547.0,6947.0,True,macro
POST_00783,2024-03-21 13:38:00,Twitter,Tweet,Health,3659,81,1334,68641,22,57701,8.79,13,Thursday,2,1971,Neutral,Mid-tier,True,True,3,2024,5096,74.24134263778208,88.31736018439888,8.79,68641.0,3659.0,5096.0,True,mid-tier
POST_01160,2024-03-21 16:47:00,Instagram,Photo,Fitness,4675,192,258,1153,145,370313,1.38,16,Thursday,9,1025,Negative,Macro,True,False,3,2024,5270,4570.6851691240245,14.231204413563662,1.38,1153.0,4675.0,5270.0,True,macro
POST_04905,2024-03-21 18:24:00,YouTube,Short,Health,11551,159,947,177968,2047,161932,7.82,18,Thursday,9,567,Positive,Macro,True,True,3,2024,14704,82.62159489346399,90.80354716794704,7.82,177968.0,11551.0,14704.0,True,macro
POST_02211,2024-03-21 21:42:00,TikTok,Duet,Health,31451,1311,1089,215087,2719,47037,71.97,21,Thursday,7,156,Positive,Micro,True,True,3,2024,36570,170.024222756373,777.4730531283883,71.97,215087.0,31451.0,36570.0,True,micro
POST_04150,2024-03-22 01:08:00,TikTok,Stitch,Sports,36594,688,1303,166424,791,40992,94.13,1,Friday,9,446,Positive,Micro,True,False,3,2024,39376,236.60049031389704,960.5776736924278,94.13,166424.0,36594.0,39376.0,True,micro
POST_04461,2024-03-22 02:46:00,Twitter,Retweet,Fitness,2720,77,162,95292,326,6987,42.35,2,Friday,21,1004,Negative,Nano,True,False,3,2024,3285,34.472988288628635,470.15886646629457,42.35,95292.0,2720.0,3285.0,True,nano
POST_04823,2024-03-24 09:55:00,Twitter,Poll,Fitness,2524,143,1634,87679,257,258461,1.66,9,Sunday,15,1953,Positive,Macro,True,True,3,2024,4558,51.98508194664629,17.63515578752694,1.66,87679.0,2524.0,4558.0,True,macro
POST_04278,2024-03-24 11:27:00,Twitter,Poll,Fitness,2207,68,1019,49951,22,190604,1.73,11,Sunday,18,997,Positive,Macro,False,False,3,2024,3316,66.38505735620909,17.397326393989633,1.73,49951.0,2207.0,3316.0,True,macro
POST_00273,2024-03-24 15:01:00,TikTok,Video,Sports,25462,748,969,452812,571,489062,5.56,15,Sunday,17,35,Positive,Macro,True,False,3,2024,27750,61.283711562414425,56.741272067754196,5.56,452812.0,25462.0,27750.0,True,macro
POST_01173,2024-03-25 08:09:00,Facebook,Post,Health,3671,151,409,6050,76,485841,0.87,8,Monday,9,353,Positive,Macro,True,False,3,2024,4307,711.9008264462809,8.865040208627924,0.87,6050.0,3671.0,4307.0,True,macro
POST_00723,2024-03-26 05:17:00,Instagram,Photo,Sports,6311,13,87,6586,249,88877,7.21,5,Tuesday,23,1421,Positive,Mid-tier,True,False,3,2024,6660,1011.2359550561798,74.93502255926731,7.21,6586.0,6311.0,6660.0,True,mid-tier
POST_00608,2024-03-27 01:09:00,Twitter,Retweet,Sports,689,207,314,52798,271,362381,0.33,1,Wednesday,26,828,Positive,Macro,True,False,3,2024,1481,28.050304935793022,4.086858858494237,0.33,52798.0,689.0,1481.0,True,macro
POST_03429,2024-03-27 13:23:00,TikTok,Stitch,Health,10104,1622,4446,460216,297,418587,3.86,13,Wednesday,5,545,Positive,Macro,True,False,3,2024,16469,35.78537034783667,39.34427012783483,3.86,460216.0,10104.0,16469.0,True,macro
POST_02932,2024-03-27 20:28:00,LinkedIn,Article,Sports,259,80,285,25273,224,153491,0.41,20,Wednesday,13,586,Positive,Macro,True,True,3,2024,848,33.553594745380444,5.524753894365142,0.41,25273.0,259.0,848.0,True,macro
POST_00579,2024-03-28 02:27:00,Facebook,Story,Sports,2893,343,559,30227,188,476833,0.8,2,Thursday,29,156,Neutral,Macro,False,False,3,2024,3983,131.76960995136798,8.35302925762269,0.8,30227.0,2893.0,3983.0,True,macro
POST_01229,2024-03-28 03:49:00,YouTube,Short,Sports,17810,395,1148,460099,20,71458,27.08,3,Thursday,0,380,Negative,Mid-tier,False,False,3,2024,19373,42.106155414378215,271.1103025553472,27.08,460099.0,17810.0,19373.0,True,mid-tier
POST_00351,2024-03-28 07:07:00,Facebook,Live,Health,3122,221,597,11328,550,465020,0.85,7,Thursday,24,545,Negative,Macro,True,True,3,2024,4490,396.3629943502825,9.655498688228464,0.85,11328.0,3122.0,4490.0,True,macro
POST_00752,2024-03-28 16:23:00,YouTube,Video,Sports,11690,842,163,875113,590,304988,4.16,16,Thursday,14,567,Positive,Macro,False,True,3,2024,13285,15.180896638491257,43.55909084947605,4.16,875113.0,11690.0,13285.0,True,macro
POST_01609,2024-03-30 09:52:00,Instagram,Reel,Fitness,511,346,118,39053,373,148121,0.66,9,Saturday,28,483,Neutral,Macro,False,False,3,2024,1348,34.51719458172227,9.100667697355542,0.66,39053.0,511.0,1348.0,True,macro
POST_03134,2024-03-30 16:25:00,Facebook,Story,Health,4787,69,709,12160,538,176550,3.15,16,Saturday,21,1145,Positive,Macro,True,False,3,2024,6103,501.89144736842104,34.568111016709146,3.15,12160.0,4787.0,6103.0,True,macro
POST_00398,2024-03-31 10:16:00,Twitter,Retweet,Sports,653,168,1022,26968,49,310380,0.59,10,Sunday,17,1354,Positive,Macro,True,False,3,2024,1892,70.15722337585287,6.0957535923706425,0.59,26968.0,653.0,1892.0,True,macro
POST_01576,2024-03-31 22:42:00,Instagram,Carousel,Sports,4163,107,71,24682,660,34828,12.46,22,Sunday,4,1333,Positive,Micro,True,True,3,2024,5001,202.61729195365044,143.59136327093145,12.46,24682.0,4163.0,5001.0,True,micro
POST_04227,2024-04-01 03:40:00,Twitter,Retweet,Sports,3032,138,1938,53762,141,139845,3.65,3,Monday,27,151,Positive,Macro,True,False,4,2024,5249,97.63401659164465,37.5344131002181,3.65,53762.0,3032.0,5249.0,True,macro
POST_01669,2024-04-01 06:28:00,Instagram,Story,Sports,5426,47,243,2077,104,332368,1.72,6,Monday,4,1602,Positive,Macro,True,True,4,2024,5820,2802.118440057776,17.510711019111348,1.72,2077.0,5426.0,5820.0,True,macro
POST_03475,2024-04-01 10:45:00,TikTok,Video,Health,17244,783,1572,28115,1007,17755,110.39,10,Monday,16,71,Neutral,Micro,False,False,4,2024,20606,732.9183709763472,1160.5744860602647,110.39,28115.0,17244.0,20606.0,True,micro
POST_02924,2024-04-02 11:34:00,Instagram,Photo,Health,5987,51,280,30931,739,37309,16.93,11,Tuesday,19,401,Negative,Micro,True,False,4,2024,7057,228.15298567779897,189.15007102843816,16.93,30931.0,5987.0,7057.0,True,micro
POST_00384,2024-04-03 07:43:00,TikTok,Video,Health,38849,1991,767,313697,850,232446,17.9,7,Wednesday,26,76,Positive,Macro,True,False,4,2024,42457,135.34397842504072,182.65317536115916,17.9,313697.0,38849.0,42457.0,True,macro
POST_01862,2024-04-03 19:39:00,LinkedIn,Poll,Health,1634,109,292,19039,44,470866,0.43,19,Wednesday,6,1096,Positive,Macro,False,False,4,2024,2079,109.19691160250012,4.4152688875391295,0.43,19039.0,1634.0,2079.0,True,macro
POST_01958,2024-04-04 11:14:00,Twitter,Retweet,Fitness,3602,143,1613,43589,73,112446,4.76,11,Thursday,26,751,Positive,Macro,False,False,4,2024,5431,124.59565486705361,48.298738950251675,4.76,43589.0,3602.0,5431.0,True,macro
POST_04944,2024-04-04 11:45:00,Twitter,Retweet,Sports,4074,294,1618,49343,460,282035,2.12,11,Thursday,13,769,Neutral,Macro,True,False,4,2024,6446,130.6365644569645,22.855319375254844,2.12,49343.0,4074.0,6446.0,True,macro
POST_00007,2024-04-05 06:14:00,Instagram,Photo,Health,157,76,109,29992,407,480704,0.07,6,Friday,6,156,Positive,Macro,True,True,4,2024,749,24.973326220325422,1.5581314072693384,0.07,29992.0,157.0,749.0,True,macro
POST_03496,2024-04-05 06:55:00,Instagram,Carousel,Fitness,3658,68,238,47894,814,232457,1.71,6,Friday,16,1976,Positive,Macro,True,True,4,2024,4778,99.76197436004509,20.554339082066793,1.71,47894.0,3658.0,4778.0,True,macro
POST_00219,2024-04-05 07:43:00,Facebook,Video,Sports,2016,312,30,30964,483,375602,0.63,7,Friday,11,304,Positive,Macro,True,False,4,2024,2841,91.75171166515953,7.5638574874468185,0.63,30964.0,2016.0,2841.0,True,macro
POST_01333,2024-04-05 12:32:00,Instagram,Reel,Fitness,1747,132,256,11180,878,340852,0.63,12,Friday,25,31,Neutral,Macro,True,False,4,2024,3013,269.49910554561717,8.839613673969934,0.63,11180.0,1747.0,3013.0,True,macro
POST_02200,2024-04-05 12:43:00,Twitter,Poll,Health,1604,24,578,80114,333,190416,1.16,12,Friday,18,291,Positive,Macro,True,True,4,2024,2539,31.692338417754698,13.333963532476261,1.16,80114.0,1604.0,2539.0,True,macro
POST_01337,2024-04-05 23:29:00,Instagram,Reel,Fitness,7710,138,240,20420,589,86087,9.4,23,Friday,0,360,Negative,Mid-tier,True,False,4,2024,8677,424.92654260528894,100.79338343768514,9.4,20420.0,7710.0,8677.0,True,mid-tier
POST_02442,2024-04-06 01:29:00,Facebook,Video,Sports,5693,211,648,45449,40,80866,8.1,1,Saturday,26,265,Positive,Mid-tier,True,False,4,2024,6592,145.0416950868006,81.51757228006825,8.1,45449.0,5693.0,6592.0,True,mid-tier
POST_03550,2024-04-06 14:42:00,Facebook,Live,Fitness,3085,383,16,11122,39,26854,12.97,14,Saturday,4,31,Positive,Micro,True,False,4,2024,3523,316.7595756158964,131.19088403962164,12.97,11122.0,3085.0,3523.0,True,micro
POST_00681,2024-04-06 17:43:00,TikTok,Stitch,Fitness,27295,1327,199,71332,1517,278487,10.35,17,Saturday,16,385,Positive,Macro,True,False,4,2024,30338,425.3070150843941,108.9386578188569,10.35,71332.0,27295.0,30338.0,True,macro
POST_01842,2024-04-07 13:42:00,Twitter,Thread,Fitness,3466,86,1904,41950,387,473533,1.15,13,Sunday,3,178,Positive,Macro,True,False,4,2024,5843,139.28486293206197,12.339161156667013,1.15,41950.0,3466.0,5843.0,True,macro
POST_03462,2024-04-07 17:03:00,Instagram,Photo,Fitness,1948,124,134,2927,611,458021,0.48,17,Sunday,22,591,Positive,Macro,True,True,4,2024,2817,962.4188588998975,6.15037301783106,0.48,2927.0,1948.0,2817.0,True,macro
POST_01605,2024-04-08 01:25:00,Instagram,Reel,Fitness,8692,390,57,29912,666,496986,1.84,1,Monday,7,211,Positive,Macro,True,False,4,2024,9805,327.794864937149,19.72892596572137,1.84,29912.0,8692.0,9805.0,True,macro
POST_03893,2024-04-08 19:48:00,LinkedIn,Article,Health,1616,55,474,5289,26,35658,6.02,19,Monday,9,405,Negative,Micro,True,False,4,2024,2171,410.47456986197767,60.88395311010152,6.02,5289.0,1616.0,2171.0,True,micro
POST_04777,2024-04-09 00:09:00,Instagram,Story,Sports,1936,315,10,18488,549,111940,2.02,0,Tuesday,5,353,Positive,Macro,True,False,4,2024,2810,151.99048031155343,25.10273360728962,2.02,18488.0,1936.0,2810.0,True,macro
POST_03875,2024-04-09 00:30:00,Instagram,Photo,Sports,2563,293,119,49493,101,215721,1.38,0,Tuesday,13,242,Positive,Macro,True,False,4,2024,3076,62.150203059018445,14.259158820884382,1.38,49493.0,2563.0,3076.0,True,macro
POST_00871,2024-04-09 01:18:00,Twitter,Thread,Health,773,197,1013,28299,180,50856,3.9,1,Tuesday,8,277,Neutral,Mid-tier,True,True,4,2024,2163,76.43379624721722,42.53185464841906,3.9,28299.0,773.0,2163.0,True,mid-tier
POST_04233,2024-04-09 02:49:00,Twitter,Retweet,Sports,1941,295,649,5433,296,338197,0.85,2,Tuesday,14,70,Positive,Macro,True,False,4,2024,3181,585.4960427020063,9.405760547846373,0.85,5433.0,1941.0,3181.0,True,macro
POST_00521,2024-04-09 07:56:00,Facebook,Post,Fitness,4024,125,599,38846,501,291790,1.63,7,Tuesday,26,1035,Positive,Macro,True,False,4,2024,5249,135.12330741903926,17.98896466636965,1.63,38846.0,4024.0,5249.0,True,macro
POST_02737,2024-04-09 14:19:00,YouTube,Live,Sports,18416,595,203,9164,4478,219517,8.75,14,Tuesday,1,412,Negative,Macro,False,False,4,2024,23692,2585.333915320821,107.92785980129102,8.75,9164.0,18416.0,23692.0,True,macro
POST_02021,2024-04-10 06:46:00,YouTube,Live,Fitness,8233,809,1424,837103,3927,399302,2.62,6,Wednesday,5,379,Positive,Macro,True,False,4,2024,14393,17.19382202668011,36.045399221641766,2.62,837103.0,8233.0,14393.0,True,macro
POST_04865,2024-04-11 02:51:00,Twitter,Thread,Fitness,835,64,1481,39380,138,62588,3.8,2,Thursday,25,1306,Positive,Mid-tier,True,False,4,2024,2518,63.941086846114786,40.23135425321148,3.8,39380.0,835.0,2518.0,True,mid-tier
POST_03645,2024-04-11 04:41:00,TikTok,Duet,Fitness,5592,453,1691,163564,1863,499675,1.55,4,Thursday,18,568,Positive,Macro,True,True,4,2024,9599,58.68650803355262,19.210486816430677,1.55,163564.0,5592.0,9599.0,True,macro
POST_03773,2024-04-11 17:10:00,Twitter,Tweet,Sports,107,107,919,71949,99,15931,7.11,17,Thursday,14,1315,Positive,Micro,True,False,4,2024,1232,17.123240072829365,77.33350072186305,7.11,71949.0,107.0,1232.0,True,micro
POST_01347,2024-04-11 20:50:00,Twitter,Retweet,Health,1124,252,567,53508,373,26967,7.21,20,Thursday,27,1589,Neutral,Micro,True,False,4,2024,2316,43.28324736488002,85.88274557792857,7.21,53508.0,1124.0,2316.0,True,micro
POST_01811,2024-04-12 05:55:00,LinkedIn,Document,Sports,1196,39,186,13894,199,438463,0.32,5,Friday,27,1451,Positive,Macro,True,False,4,2024,1620,116.59709227004463,3.694724526356842,0.32,13894.0,1196.0,1620.0,True,macro
POST_00457,2024-04-12 14:10:00,Instagram,Story,Fitness,9526,67,165,12084,855,248709,3.92,14,Friday,26,1230,Neutral,Macro,True,False,4,2024,10613,878.2687851704734,42.67236006738799,3.92,12084.0,9526.0,10613.0,True,macro
POST_01790,2024-04-13 21:33:00,Facebook,Story,Fitness,7996,213,957,49847,65,135461,6.77,21,Saturday,9,320,Positive,Macro,True,True,4,2024,9231,185.18667121391456,68.14507496622645,6.77,49847.0,7996.0,9231.0,True,macro
POST_01706,2024-04-14 00:32:00,Instagram,Carousel,Sports,4144,367,110,10024,61,6118,75.53,0,Sunday,19,677,Negative,Nano,False,False,4,2024,4682,467.07901037509976,765.2827721477607,75.53,10024.0,4144.0,4682.0,True,nano
POST_02718,2024-04-14 06:34:00,YouTube,Short,Sports,18276,105,336,654638,3246,335758,5.57,6,Sunday,15,453,Negative,Macro,False,True,4,2024,21963,33.54983975876744,65.41318449597627,5.57,654638.0,18276.0,21963.0,True,macro
POST_04134,2024-04-14 22:34:00,Facebook,Live,Fitness,1290,89,612,61654,296,202012,0.99,22,Sunday,21,90,Negative,Macro,True,False,4,2024,2287,37.09410581632984,11.321109637051263,0.99,61654.0,1290.0,2287.0,True,macro
POST_01308,2024-04-14 23:53:00,TikTok,Duet,Fitness,30956,776,1007,174695,1253,304110,10.77,23,Sunday,19,51,Neutral,Macro,True,True,4,2024,33992,194.57912361544405,111.77534444773272,10.77,174695.0,30956.0,33992.0,True,macro
POST_02280,2024-04-15 03:04:00,Instagram,Story,Sports,4871,202,8,27009,20,24438,20.79,3,Monday,15,1979,Neutral,Micro,False,False,4,2024,5101,188.86297160205856,208.73230215238564,20.79,27009.0,4871.0,5101.0,True,micro
POST_04866,2024-04-16 02:41:00,Facebook,Live,Health,3543,309,784,78334,133,323254,1.43,2,Tuesday,7,128,Positive,Macro,True,False,4,2024,4769,60.88033293333674,14.75310436993819,1.43,78334.0,3543.0,4769.0,True,macro
POST_02997,2024-04-16 23:03:00,Instagram,Carousel,Sports,8018,425,180,44956,550,356918,2.42,23,Tuesday,6,348,Positive,Macro,True,False,4,2024,9173,204.04395408844204,25.700581085851653,2.42,44956.0,8018.0,9173.0,True,macro
POST_03255,2024-04-17 12:28:00,Twitter,Thread,Sports,3929,201,1363,13268,97,449869,1.22,12,Wednesday,28,1337,Neutral,Macro,True,False,4,2024,5590,421.31444075972263,12.42583952217201,1.22,13268.0,3929.0,5590.0,True,macro
POST_01876,2024-04-18 01:57:00,Facebook,Live,Sports,783,237,692,50674,550,367770,0.47,1,Thursday,11,160,Positive,Macro,True,True,4,2024,2262,44.638276038994356,6.150583244962885,0.47,50674.0,783.0,2262.0,True,macro
POST_02955,2024-04-18 03:31:00,YouTube,Community Post,Sports,16307,455,608,673153,1936,460045,3.78,3,Thursday,3,303,Positive,Macro,True,False,4,2024,19306,28.6799583452796,41.96545990066189,3.78,673153.0,16307.0,19306.0,True,macro
POST_00972,2024-04-19 10:18:00,YouTube,Video,Fitness,3942,161,160,604832,3269,418122,1.02,10,Friday,0,214,Positive,Macro,True,False,4,2024,7532,12.453044812443785,18.013881116037904,1.02,604832.0,3942.0,7532.0,True,macro
POST_02769,2024-04-21 21:52:00,Facebook,Video,Fitness,5155,32,451,43780,392,165850,3.4,21,Sunday,10,248,Neutral,Macro,False,True,4,2024,6030,137.7341251713111,36.35815495930057,3.4,43780.0,5155.0,6030.0,True,macro
POST_04698,2024-04-22 01:58:00,Facebook,Video,Fitness,890,209,152,51975,556,203580,0.61,1,Monday,19,583,Neutral,Macro,True,False,4,2024,1807,34.76671476671476,8.876117496807153,0.61,51975.0,890.0,1807.0,True,macro
POST_00741,2024-04-23 09:15:00,Facebook,Video,Sports,7832,218,294,58588,559,19483,42.83,9,Tuesday,20,399,Positive,Micro,True,True,4,2024,8903,151.95944562026352,456.9624801108659,42.83,58588.0,7832.0,8903.0,True,micro
POST_02496,2024-04-23 09:28:00,Facebook,Video,Sports,7968,362,9,4637,371,126503,6.59,9,Tuesday,19,421,Neutral,Macro,True,True,4,2024,8710,1878.3696355402199,68.85212208406125,6.59,4637.0,7968.0,8710.0,True,macro
POST_04308,2024-04-24 02:21:00,Facebook,Live,Health,1374,284,142,54402,77,92131,1.95,2,Wednesday,26,299,Positive,Mid-tier,False,True,4,2024,1877,34.502407999705895,20.37316429866169,1.95,54402.0,1374.0,1877.0,True,mid-tier
